Sales Organization,Distribution Channel,Condition Type,Condition Record No.,Material,Condition Amount,Condition Currency,Pricing Unit,Unit of Measure,Valid From,Valid To
US05,Z1,ZPR0,0000334167,300003337,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001698476,300003399,110,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001698481,300003406,37,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000334214,300003416,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334219,300003426,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334258,300003482,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334261,300003485,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334269,300003500,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000986272,300003532,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0000334353,300003620,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334355,300003623,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334356,300003624,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903345,300003639,65,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000334372,300003651,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334380,300003662,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334384,300003670,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334399,300003696,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334430,300003793,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334437,300003807,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334439,300003809,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368686,300003827,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334503,300003917,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000986306,300004109,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0000334606,300004125,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334610,300004131,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903373,300004192,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903374,300004193,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0002903375,300004194,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000334656,300004208,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334658,300004210,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334660,300004212,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334688,300004272,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903377,300004366,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000986320,300004551,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0000334894,300004610,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334896,300004612,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000334907,300004623,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344624,300004676,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335038,300004854,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335066,300004898,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903392,300005000,80,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335138,300005030,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335161,300005078,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001699729,300005185,37,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001699738,300005200,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000986389,300005204,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0000986395,300005210,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0001699744,300005212,110,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0009864094,300005237,44,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0009864095,300005238,44,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0001699752,300005239,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001699753,300005241,110,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001699754,300005265,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000335368,300005469,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335431,300005561,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335468,300005632,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335484,300005651,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335614,300005835,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335619,300005846,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335729,300006028,80,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903114,300006039,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000335733,300006046,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335776,300006114,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000335778,300006116,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001699814,300006205,110,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000339463,300006583,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339510,300006638,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000344939,300006912,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903441,300007185,35,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000339929,300007227,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000339937,300007236,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340216,300007658,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340278,300007759,80,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340417,300007947,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340482,300008063,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340608,300008300,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000340889,300008760,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000345330,300008808,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000341011,300008960,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000341043,300009002,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000341088,300009076,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000341127,300009120,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000341215,300009239,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000341247,300009277,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000345522,300009389,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000345545,300009428,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000345546,300009429,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368776,300009745,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368777,300009746,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000345961,300009919,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000345962,300009920,41,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346013,300009989,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346300,300010380,54,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346335,300010439,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346337,300010441,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001242120,300010688,30,USD,1,CS,01/27/2023,12/31/9999
US05,Z1,ZPR0,0000331171,300010784,23,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000331177,300010790,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368810,300010888,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368811,300010889,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368812,300010890,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346392,300010935,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000398359,300010964,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0000346418,300010977,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346420,300010980,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346424,300010989,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346435,300011008,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346442,300011018,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001699988,300011063,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001699990,300011073,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001699991,300011097,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001699997,300011113,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000986670,300011147,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0000986671,300011156,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0000346549,300011189,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000331358,300011200,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346574,300011252,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000986692,300011259,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0000346613,300011325,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346630,300011355,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000986717,300011593,30,USD,1,GAL,01/01/2021,12/31/9999
US05,Z1,ZPR0,0001700021,300011594,44,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000331437,300011633,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368871,300011634,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368873,300011640,92,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368894,300011677,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903176,300011725,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000346805,300011789,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000368943,300011803,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346968,300012099,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000346993,300012149,80,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002903178,300012150,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0000347014,300012174,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0000347031,300012235,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002673195,300012288,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000391535,300012323,70,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0002673204,300012390,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0002699348,300012410,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0000391592,300012519,70,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0002699349,300012530,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0002699351,300012540,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001741547,300019610,30,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001741548,300019617,70,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001706888,300019624,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001700074,300034368,37,USD,1,GAL,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001706910,300034373,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001706916,300034382,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001706924,300034466,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001706925,300034467,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001706927,300034470,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001706932,300034475,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001706943,300034492,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001600486,300034495,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0001706946,300034498,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001706949,300034501,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001706976,300037151,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0001735906,300037153,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z1,ZPR0,0002763668,300038648,35,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0002422759,300039081,70,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0002763675,300039318,35,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0002955701,300039948,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003139278,300039949,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003109882,300039972,50,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003139279,300040109,45,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003856778,300040199,45,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003856779,300040202,45,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003812993,300040208,20,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003933340,300040213,20,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003812998,300040214,20,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003856780,300040221,45,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003813001,300040228,20,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003813003,300040230,20,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0005120916,300040279,65,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0005120917,300040288,65,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0005123095,300040289,65,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0005120918,300040307,65,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0003602521,300040739,45,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003602522,300040750,45,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003459389,300040778,44,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003459390,300040791,44,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0003602523,300040806,45,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0004424601,300040893,70,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0004903986,300040900,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0004903987,300040903,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0004424604,300040911,70,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0004919612,300041374,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0004919617,300041382,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0004609902,300041736,30,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0007582944,300041738,30,USD,1,CS,10/16/2024,01/01/9999
US05,Z1,ZPR0,0004635787,300041746,30,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0004664705,300041757,80,USD,1,CS,01/01/2023,01/01/9999
US05,Z1,ZPR0,0004919686,300042401,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0004919687,300042412,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0006315178,300043470,30,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0006629722,300043939,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0006629724,300043950,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0006730649,300044193,30,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0006730650,300044194,41,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0006975521,300044614,40,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007131482,300044831,65,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007267882,300044958,55,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007267888,300044970,55,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007267894,300045004,45,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007267899,300045060,20,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007417350,300045226,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007417412,300045240,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0008095473,300045349,30,USD,1,CS,01/01/2025,01/01/9999
US05,Z1,ZPR0,0008686025,300045717,44,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0007593903,300045892,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007593904,300045905,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007637642,300045938,70,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007637643,300045943,30,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0008686029,300045953,70,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0007732674,300046199,55,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007732676,300046206,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007838349,300048929,50,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007838551,300048975,30,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007838553,300048977,30,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007838554,300048983,30,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007843245,300049046,55,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0008880872,300049053,55,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0007843254,300049102,55,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0007924372,300049232,35,USD,1,CS,01/01/2024,01/01/9999
US05,Z1,ZPR0,0008164605,300049540,35,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008184612,300049813,50,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008264089,300049873,55,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008265374,300049893,55,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008276731,300049983,30,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008517398,300050276,50,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008517401,300050307,30,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008651470,300051104,70,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0009074054,300051111,30,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008653814,300051154,70,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008712333,300051183,44,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008712336,300051203,50,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008954002,300056258,45,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0008955414,300056291,44,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0009612818,300056647,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612819,300056653,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612827,300056667,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612828,300056668,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612852,300056700,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612861,300056717,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612862,300056718,50,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612869,300056748,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612871,300056774,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612872,300056780,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009612876,300056795,30,USD,1,CS,08/27/2025,12/31/9999
US05,Z1,ZPR0,0009359961,300056896,70,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0009359965,300056900,70,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0009615920,300057522,50,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0009689019,300057546,30,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0009689021,300057575,30,USD,1,CS,01/01/2025,12/31/9999
US05,Z1,ZPR0,0009879357,300057978,44,USD,1,CS,01/01/2025,12/31/9999
US05,Z2,ZPR0,0000336162,300003337,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000392232,300003399,50,USD,1,GAL,01/01/2021,12/31/9999
US05,Z2,ZPR0,0000336209,300003416,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336214,300003426,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336253,300003482,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336256,300003485,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336264,300003500,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336348,300003620,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336350,300003623,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336351,300003624,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336361,300003639,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336367,300003651,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336375,300003662,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336379,300003670,38,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336392,300003696,70,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336423,300003793,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336430,300003807,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336432,300003809,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000368973,300003827,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336496,300003917,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336599,300004125,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336603,300004131,37,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336633,300004192,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336634,300004193,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336635,300004194,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336646,300004208,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336648,300004210,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336650,300004212,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336678,300004272,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336724,300004366,35,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336883,300004610,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336885,300004612,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000336896,300004623,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000331795,300004676,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337027,300004854,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337055,300004898,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337109,300005000,80,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337126,300005030,50,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337149,300005078,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337356,300005469,60,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337419,300005561,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337456,300005632,45,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337472,300005651,40,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337598,300005835,30,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337603,300005846,55,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337713,300006028,80,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337714,300006039,39,USD,1,CS,01/01/2023,12/31/9999
US05,Z2,ZPR0,0000337717,300006046,55,USD,1,CS,01/01/2023,12/31/9999
